12,12,12,12,12,12,12,12,18,35,33,33,33,33,33,33,33,33,33,33,33,33,33,36,17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,18,31,26,26,26,26,26,26,26,26,26,26,26,26,26,30,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,12,12
12,12,12,12,12,12,12,13,18,31,26,27,28,28,28,29,26,27,28,28,28,29,26,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,40,40,33,33,36,17,12,12
12,12,12,12,13,12,12,12,18,31,26,30,14,15,16,40,26,40,14,15,16,31,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,30,17,12,12
12,12,22,20,20,20,20,20,21,31,26,30,19,20,21,40,26,40,17,12,18,37,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,40,40,29,26,30,17,12,12
12,12,18,11,11,11,11,11,11,37,28,38,41,41,41,31,26,30,17,12,24,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,31,26,30,17,12,12
12,12,18,11,41,41,41,41,41,41,0,41,41,41,41,31,26,30,19,20,20,20,20,20,20,20,20,23,12,12,12,22,20,20,20,20,20,20,20,20,20,20,23,18,31,26,30,17,12,12
12,12,18,11,41,41,41,41,40,40,40,40,40,41,41,31,26,30,41,41,10,10,11,10,10,10,10,19,20,20,20,21,41,41,35,33,33,33,33,33,33,36,17,18,31,26,30,17,12,12
12,12,18,11,41,41,41,41,40,39,39,39,40,41,41,37,28,38,41,41,10,14,15,15,15,16,10,41,41,41,41,41,41,41,31,26,26,26,26,26,26,30,17,18,31,26,30,17,12,12
12,12,18,11,11,41,41,41,40,39,39,39,40,41,41,41,10,10,41,41,10,17,12,12,12,18,33,33,33,33,33,36,41,41,31,26,26,26,26,26,26,30,17,18,31,26,30,17,12,12
12,12,24,16,11,11,41,41,40,39,39,39,40,41,41,41,10,10,41,41,10,17,12,12,12,18,26,26,26,26,26,30,41,41,31,26,26,26,26,26,26,30,17,18,31,26,30,17,12,12
12,12,12,24,15,15,16,41,40,39,39,39,40,41,41,41,10,10,41,41,10,19,20,20,20,21,28,28,28,29,26,30,41,41,31,26,26,26,26,26,26,30,17,18,31,26,30,17,12,12
12,12,12,12,12,12,18,41,40,40,39,40,40,41,41,41,10,10,41,41,41,41,35,33,36,10,10,41,41,31,26,30,41,41,37,28,28,29,26,27,28,38,17,18,31,26,30,17,12,12
12,12,12,12,12,12,18,41,41,31,26,30,41,41,41,41,10,10,41,41,41,41,31,26,30,41,41,41,41,31,26,32,33,33,33,33,33,34,26,30,14,15,25,18,31,26,30,17,12,12
12,22,20,20,20,20,21,41,41,31,26,30,41,41,41,10,10,10,41,41,41,41,31,26,30,41,41,41,41,31,26,26,26,26,26,26,26,26,26,30,17,22,20,21,31,26,30,17,12,12
12,18,35,33,33,33,33,33,33,33,26,30,41,41,41,10,10,10,41,41,41,41,31,26,30,41,41,41,41,37,28,29,26,27,28,28,28,29,26,30,17,18,35,33,34,26,30,17,12,12
